Company Name,Rating,Good Reviews,Bad Reviews,Salaries
Hitachi MGRM Net,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",318
Ata Freight Line,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",401
Superon Schweisstechnik India,3.8,,"Skill Development / Learning, Company Culture, Promotions / Appraisal",430
Rashi Peripherals,3.7,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",492
CamelQ Software Solutions,4.1,"Work Life Balance, Job Security, Skill Development / Learning",,105
Kiran Motors,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",479
Prabha Industries,4.1,"Work Satisfaction, Job Security, Skill Development / Learning",Salary & Benefits,606
Argl,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,460
Almonds Ai,4.3,"Work Life Balance, Skill Development / Learning, Company Culture",,149
Orris Infrastructure,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",,340
Insurance Company,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",,1.7k
AstraGen,3.7,"Work Satisfaction, Skill Development / Learning, Salary & Benefits","Promotions / Appraisal, Company Culture, Job Security",351
Choice Solutions (India),3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",652
Ameriprise India,3.4,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",887
Cambridge Technology Enterprises,3.1,,"Promotions / Appraisal, Job Security, Salary & Benefits",906
Mahalakshmi Profiles Private Limited,3.6,,"Job Security, Promotions / Appraisal, Company Culture",452
Lion Services,3.7,,"Job Security, Promotions / Appraisal",519
Technians Softech,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",,229
Signals & Systems (India) Private Limited,3.8,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,674
Coupa Software Inc,3.2,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.2k
Rajagiri Hospital,4.1,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,474
Fairmont Hotels & Resorts,3.6,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",343
Press Fit Pipe And Profile,4.1,"Work Life Balance, Work Satisfaction, Job Security",,377
Ruban Memorial Hospital,3.8,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",358
Transcom India,2.5,,"Promotions / Appraisal, Job Security, Company Culture",580
Galore Networks,3.0,,"Promotions / Appraisal, Salary & Benefits, Job Security",270
Inorbvict Healthcare,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",,60
KSK Mahanadi Power Company,3.8,"Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",537
Desnor Destination,3.8,"Company Culture, Work Life Balance",,47
DelEx Cargo,4.5,"Company Culture, Work Satisfaction, Work Life Balance",,335
WebFurther,3.3,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",844
CORNITOS,4.2,"Salary & Benefits, Company Culture, Work Life Balance",,428
Tilaknagar Industries Ltd.,4.2,"Work Life Balance, Salary & Benefits, Company Culture",,399
AIT Global,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",795
Gigmo Solutions,3.9,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,255
M3bi,4.1,"Company Culture, Work Life Balance, Salary & Benefits",,759
IVY SOFTWARE DEVELOPMENT SERVICES,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security, Skill Development / Learning",623
cloudEQ,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",441
Global Market Insights,3.2,,"Job Security, Work Satisfaction, Skill Development / Learning",528
Gainsight,4.0,"Company Culture, Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal",1.1k
C-Square Info Solutions,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",641
SDNA Global,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,256
John Distilleries,3.8,,"Promotions / Appraisal, Salary & Benefits",660
Tata Motors Insurance Broking And Advisory Services,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,378
Ageis,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",548
Ice Mortgage Technology,3.4,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",911
Shalimar Group,4.0,Job Security,Promotions / Appraisal,680
Doshion,3.7,Skill Development / Learning,,299
Sanjay Ghodawat Group,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture",515
Tumbledry Solutions,3.7,,,347
Kalpataru International,3.9,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction",310
Fairmont Hotels & Resorts,3.6,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",343
Gedu Services Private Limited,3.4,,"Promotions / Appraisal, Company Culture, Job Security",568
Bar Code India,3.5,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",791
Press Fit Pipe And Profile,4.1,"Work Life Balance, Work Satisfaction, Job Security",,377
Ruban Memorial Hospital,3.8,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",358
Transcom India,2.5,,"Promotions / Appraisal, Job Security, Company Culture",580
Shalimar Group,4.0,Job Security,Promotions / Appraisal,680
Linamar,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",663
IndiaCan,4.6,"Skill Development / Learning, Company Culture, Work Satisfaction",,130
Gojavas,4.7,"Company Culture, Work Satisfaction, Work Life Balance",,130
Sadara Chemical Company,3.9,Salary & Benefits,Promotions / Appraisal,274
LNJ Bhilwara Group,3.8,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",413
D2K Technologies India,2.5,,"Company Culture, Promotions / Appraisal, Salary & Benefits",602
Golden Tulip Hotels,3.4,,"Company Culture, Work Satisfaction, Job Security",429
Alexis Global,3.8,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,449
Bansal Wire Industries,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",555
Daelim Industrial Co.,4.8,"Company Culture, Skill Development / Learning, Promotions / Appraisal",,95
Saya homes,3.9,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",,382
Veena Developers,4.1,"Work Life Balance, Salary & Benefits, Work Satisfaction",,237
Edge Telecom,3.5,,"Promotions / Appraisal, Job Security, Company Culture",446
Abacus Staffing & Services,3.2,,"Job Security, Promotions / Appraisal, Company Culture",530
LNJ Bhilwara Group,3.8,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",413
Stellapps Technologies,3.9,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits",901
Chemspec Chemicals,3.5,,"Company Culture, Job Security, Promotions / Appraisal",652
D2K Technologies India,2.5,,"Company Culture, Promotions / Appraisal, Salary & Benefits",602
DUKES,3.7,,"Job Security, Promotions / Appraisal",601
Reynold India,4.6,"Company Culture, Work Life Balance, Work Satisfaction",,250
Godrej Housing Finance,3.6,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal, Work Life Balance",757
Karma Ayurveda,3.8,Job Security,,391
Valu Connex Telecom Services Private,4.3,"Work Life Balance, Work Satisfaction, Company Culture",,328
Sarda Metals & Alloys,4.0,"Job Security, Work Life Balance, Company Culture",,489
Ardom Towergen,3.9,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",333
TTEC Digital,3.7,"Company Culture, Work Life Balance","Job Security, Promotions / Appraisal",621
Indian Acrylics,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",554
FirstMeridian Business Services,3.7,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture",807
PPS International,3.7,,"Skill Development / Learning, Promotions / Appraisal, Job Security",738
IndiaCan,4.6,"Skill Development / Learning, Company Culture, Work Satisfaction",,130
Valu Connex Telecom Services Private,4.3,"Work Life Balance, Work Satisfaction, Company Culture",,328
Amol Pharmaceuticals,4.0,"Work Life Balance, Company Culture, Work Satisfaction",,466
GLOBALFOUNDRIES,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",924
Sarda Metals & Alloys,4.0,"Job Security, Work Life Balance, Company Culture",,489
Hitachi Solutions,3.7,Work Life Balance,,1.1k
Njs Engineers India,4.1,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,542
Mangalam Information Technolgies,3.3,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",474
TTEC Digital,3.7,"Company Culture, Work Life Balance","Job Security, Promotions / Appraisal",621
FirstMeridian Business Services,3.7,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture",807
TechNova Imaging Systems,4.1,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,731
Tokai Rika Minda,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",504
Bizmatics India,3.2,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",690
OCS Services,4.5,"Company Culture, Work Life Balance, Salary & Benefits",,555
Indian Acrylics,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",554
20 Microns,4.1,"Work Life Balance, Job Security, Salary & Benefits",,522
Chargebee,3.8,"Salary & Benefits, Company Culture","Job Security, Promotions / Appraisal, Skill Development / Learning",1.3k
PPS International,3.7,,"Skill Development / Learning, Promotions / Appraisal, Job Security",738
THDC,4.0,"Job Security, Work Life Balance, Skill Development / Learning",,358
Elancer It Solutions,3.3,,"Promotions / Appraisal, Skill Development / Learning, Job Security",703
Spardha School of Music,4.4,"Company Culture, Work Satisfaction, Skill Development / Learning",,87
Indian Potash,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",439
Spardha School of Music,4.4,"Company Culture, Work Satisfaction, Skill Development / Learning",,87
Yulu Bikes,4.0,Company Culture,Promotions / Appraisal,709
THDC,4.0,"Job Security, Work Life Balance, Skill Development / Learning",,358
Elancer It Solutions,3.3,,"Promotions / Appraisal, Skill Development / Learning, Job Security",703
Eastman Cast & Forge,2.9,,"Promotions / Appraisal, Work Satisfaction, Company Culture",485
Dsm Shared Services India,4.0,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,491
Marvell,3.7,"Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal",1.1k
WebMD,3.3,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.4k
Saasguru,2.0,,"Salary & Benefits, Work Satisfaction, Job Security",46
Shantha Biotechnics,4.8,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,274
Nala Robotics,1.8,,"Job Security, Promotions / Appraisal, Salary & Benefits",338
Pune Institute of Business Management,2.8,,"Promotions / Appraisal, Company Culture, Work Life Balance",490
Hager Electro,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",432
Siec Education,2.7,,"Promotions / Appraisal, Work Satisfaction, Job Security",396
Dasnac,4.7,"Work Life Balance, Salary & Benefits, Company Culture",,249
Nahar Spinning Mills,4.1,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",471
Jayabheri Automotives,3.9,Work Life Balance,Promotions / Appraisal,374
Vertex Global Services,4.5,"Work Life Balance, Company Culture, Work Satisfaction",,184
Central ParK,4.1,"Salary & Benefits, Work Life Balance, Work Satisfaction",,568
NETPLUS Broadband Services,3.7,,"Promotions / Appraisal, Salary & Benefits, Company Culture",491
Valtech India Systems,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1.2k
Perpetuuiti Technosoft Services,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",802
Techila Global Services,3.9,"Company Culture, Work Life Balance",Job Security,580
Fourth Dimension Technologies,3.4,,"Salary & Benefits, Promotions / Appraisal, Company Culture",867
Minosha,4.0,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal",526
Life Care Logistic,3.6,,"Promotions / Appraisal, Job Security, Company Culture",545
Dentcare Dental Lab,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",472
Retailio,3.8,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,299
Vandhana International,3.6,Salary & Benefits,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",514
Cococart Ventures,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",306
Medanta S.N. Superspecialty Hospital,4.1,"Skill Development / Learning, Job Security, Company Culture",,482
Inspace Technologies,3.8,,"Promotions / Appraisal, Salary & Benefits",687
Amplifon,3.9,"Salary & Benefits, Work Life Balance, Work Satisfaction",Promotions / Appraisal,413
RFCL,3.6,"Job Security, Work Life Balance","Skill Development / Learning, Company Culture, Work Satisfaction",600
ABIL Group,4.3,"Work Life Balance, Company Culture, Job Security",,492
Vhb Medi Sciences,3.3,,"Promotions / Appraisal, Company Culture, Job Security",547
Lloyds Engineering Works Limited,4.2,"Job Security, Work Life Balance, Company Culture",,515
QO BOX,4.6,"Skill Development / Learning, Company Culture, Work Satisfaction",,67
Tide Water Oil,3.8,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",456
Gj Solutions,3.5,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",388
ICSIL,3.0,,"Promotions / Appraisal, Salary & Benefits, Company Culture",350
Scholastic,4.1,"Work Life Balance, Company Culture",Promotions / Appraisal,435
Avvashya Cci Logistics,3.6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",505
Cxc Infotech,3.3,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",611
G.S.E.C,3.0,,"Promotions / Appraisal, Job Security, Skill Development / Learning",393
Multitex Filtration Engineers,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",605
Indian Institute of Science Education and Research,3.8,Skill Development / Learning,"Job Security, Promotions / Appraisal, Company Culture",531
Coloplast,3.2,,"Job Security, Promotions / Appraisal, Company Culture",374
P&R Infraprojects,3.7,Skill Development / Learning,Salary & Benefits,345
Footprints Play School,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",464
Intelegencia,3.3,,"Promotions / Appraisal, Skill Development / Learning, Job Security",738
Likewize,3.4,,"Promotions / Appraisal, Job Security, Skill Development / Learning",981
Doosan Bobcat India,3.9,,"Promotions / Appraisal, Company Culture, Job Security",797
Beroe Inc,4.2,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,620
iQGateway,4.5,"Work Life Balance, Company Culture, Work Satisfaction",,330
Jain Amar,3.1,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",408
Nethues Technologies,3.3,,"Job Security, Promotions / Appraisal, Skill Development / Learning",740
Octillion Power Systems,4.0,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,583
PAVIT CERAMICS ( P),3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",360
Anmol Biscuits,4.3,"Company Culture, Work Satisfaction, Job Security",,317
PlasmaGen Biosciences,3.7,Job Security,"Company Culture, Promotions / Appraisal",662
Bansal Group,3.5,,"Job Security, Promotions / Appraisal, Company Culture",738
