Company Name,Rating,Good Reviews,Bad Reviews,Salaries
BCG,3.6,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",7.8k
Rusan Pharma,3.5,,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.9k
ZEISS India,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",2.7k
Gyan Dairy,4.0,"Company Culture, Work Life Balance, Work Satisfaction",,1.3k
TRINAMIX,4.4,"Job Security, Company Culture, Work Satisfaction",,914
Emerson Electric Co.,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,3.2k
Hinduja Tech,3.1,,"Promotions / Appraisal, Job Security, Salary & Benefits",3.2k
Future Lifestyle Fashion,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",,1.6k
Kandhari Beverages,3.8,,"Promotions / Appraisal, Company Culture",1.6k
Communications Test Design,3.7,,"Promotions / Appraisal, Salary & Benefits",1.7k
Markets and Markets,2.7,,"Skill Development / Learning, Company Culture, Promotions / Appraisal",2.7k
ThoughtSol Infotech Limited,4.6,"Company Culture, Work Life Balance, Job Security",,572
Jindal Power Limited,4.2,"Job Security, Skill Development / Learning, Work Life Balance",,1.6k
MindGate Solutions,3.1,,"Work Life Balance, Promotions / Appraisal, Company Culture",3.1k
Global Autotech,4.0,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",2.1k
Kalyani Technoforge,3.8,,"Promotions / Appraisal, Job Security",1.9k
India Post,3.7,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.4k
Akal Information Systems,4.3,"Work Life Balance, Salary & Benefits, Company Culture",,1.8k
Varuna Integrated Logistics,3.8,,"Promotions / Appraisal, Salary & Benefits",1.6k
Pepperfry,3.1,,"Promotions / Appraisal, Job Security, Company Culture",2k
Voya India,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",3k
QBurst Technologies,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",,4k
Yardi Systems,3.6,"Job Security, Work Life Balance","Skill Development / Learning, Promotions / Appraisal, Salary & Benefits",2.6k
N+A,3.8,"Company Culture, Work Satisfaction, Job Security",,18.2k
Techwave Consulting,3.7,,"Promotions / Appraisal, Salary & Benefits",3.6k
Value Point Systems,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.2k
QUICK HEAL TECHNOLOGIES,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.7k
National Australia Bank,2.9,,"Promotions / Appraisal, Work Satisfaction, Company Culture",3.6k
Texmo Industries,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1.6k
Go First,3.9,,"Job Security, Promotions / Appraisal, Salary & Benefits",2k
Mars International India,4.2,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,1.7k
Epiroc,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,2.4k
InCred Finance,3.8,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.5k
HealthifyMe,2.7,,"Job Security, Promotions / Appraisal, Work Life Balance",1.6k
2COMS,3.2,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.4k
Par Health,4.1,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,2.1k
Kirby Building Systems,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,1.9k
Medikabazaar,4.2,"Work Life Balance, Salary & Benefits, Work Satisfaction",,937
Tractebel,4.1,"Work Life Balance, Work Satisfaction, Salary & Benefits",Promotions / Appraisal,1.7k
Romsons Group Of Industries,3.7,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",1.6k
Sadbhav Engineering,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,1.3k
Bira 91,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.5k
Orcapod Consulting Services,3.1,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.9k
GD Goenka Public School,3.4,,"Promotions / Appraisal, Job Security, Company Culture",1.3k
Trimax IT Infrastructure Services,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.1k
Juniper Networks,4.2,"Company Culture, Work Life Balance, Salary & Benefits",,4.4k
Athenahealth Technology,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,4k
Maersk Line,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,2.4k
Think Gas Ludhiana,3.6,,"Job Security, Company Culture, Work Life Balance",2.3k
Aparna Enterprises,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,1.8k
Ivrcl Infrastructures & Projects,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,841
NJ India Invest,3.7,"Company Culture, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1.1k
Sterling Holiday Resort,3.7,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.5k
Leighton Contractors,4.1,"Salary & Benefits, Company Culture, Skill Development / Learning",Job Security,1.1k
C-Edge Technologies,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.7k
Signature Global,3.9,Salary & Benefits,,2.2k
Vindhya e-Info Media,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.1k
Mahanagar Gas,4.2,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,2.2k
Flowserve,3.7,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",3.3k
MediBuddy,3.3,,"Promotions / Appraisal, Job Security, Company Culture",2.4k
Vishvaraj Environment,4.0,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,1.8k
Invesco,3.7,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",3.3k
Plastic Omnium,3.7,,"Promotions / Appraisal, Work Satisfaction, Job Security",2k
SUEZ Group,4.2,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,2k
Sri Krishna Pharmaceuticals,4.0,"Work Life Balance, Job Security",Promotions / Appraisal,1.8k
Grindwell Norton,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.7k
Ascent Business Solutions,3.2,,"Salary & Benefits, Promotions / Appraisal, Company Culture",2.7k
Xerox,3.7,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.1k
Symbiotec Pharmalab,4.0,"Job Security, Work Life Balance",,2k
Head Field Solutions,4.3,"Company Culture, Work Life Balance, Skill Development / Learning",,1.3k
Saud Bahwan Group,3.6,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",989
Siemens Healthineers,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,4k
Cadbury,4.3,"Work Satisfaction, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,990
Gilbarco Veeder Root,3.8,,"Promotions / Appraisal, Job Security",2.1k
Quinnox,3.9,Work Life Balance,Promotions / Appraisal,3.4k
KRBL Limited,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning",1.6k
Bridgestone India Automotive Products,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2.2k
Jiva Ayurvedic Pharmacy,3.8,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1.2k
Ppap Automotive,3.7,,"Promotions / Appraisal, Salary & Benefits",1.8k
Lite Bite Foods,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,1.2k
Otsuka Pharmaceutical India Private Limited,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.6k
CollegeDekho,2.7,,"Promotions / Appraisal, Job Security, Company Culture",2.5k
LogixHealth,3.4,,"Promotions / Appraisal, Skill Development / Learning, Work Life Balance",2.2k
India Glycols,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.9k
Cosmo Films,3.7,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2k
L. N. Malviya Infra Projects Group,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k
National Commodities Management Services,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.4k
Visa,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",6.6k
ASM Technologies,3.5,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",3.4k
EID Parry (India),3.9,"Company Culture, Skill Development / Learning, Salary & Benefits","Job Security, Promotions / Appraisal",1.5k
Matrix Business Services,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2k
Protium Finance,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal",2.1k
Riya Travel,3.6,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.5k
Central Public Works Department,4.1,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,1.2k
iNurture Education Solutions,2.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",1.4k
Bluestone.com,3.4,,"Promotions / Appraisal, Job Security, Company Culture",2.1k
Buzzworks Business Services,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits",2k
Alpla,3.9,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1.8k
MathCo,3.0,,"Work Life Balance, Job Security, Work Satisfaction",2.9k
Giesecke & Devrient,3.4,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.2k
Akamai Technologies,4.4,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,4.2k
Namaste India Foods,3.9,Work Life Balance,Promotions / Appraisal,1.2k
Fynd,3.0,,"Job Security, Company Culture, Work Life Balance",2.2k
Tetra Pak,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2.4k
Westin,4.1,"Job Security, Company Culture, Skill Development / Learning",,1.2k
Kellton,3.0,,"Promotions / Appraisal, Job Security, Company Culture",3.4k
Equiniti,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning",3.2k
Gopal Snacks Limited,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",,1.2k
Suzlon Global Services,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1.3k
Prime Focus Technologies,3.1,,"Promotions / Appraisal, Salary & Benefits, Job Security",2.2k
Numeric UPS,3.9,"Company Culture, Job Security",Promotions / Appraisal,1.2k
Allana Group of Companies,3.8,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction",1.5k
Knowledgeworks Global,3.0,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",2.1k
AIG Hospital,4.2,"Job Security, Skill Development / Learning, Company Culture",,1.6k
Onshore Construction,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k
Keysight Technologies,3.8,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.6k
Jumbotail Technologies,3.7,,"Promotions / Appraisal, Job Security, Work Life Balance",1.7k
Clove Dental,4.1,"Company Culture, Job Security, Skill Development / Learning",,1.3k
Thought Focus,3.3,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",3.5k
Oriental Structural Engineers,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,1.2k
Mikuni,4.1,"Job Security, Company Culture, Work Life Balance",,1.4k
Sany Heavy Industry,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.9k
Teradata,3.6,"Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal, Skill Development / Learning",3.6k
McNally Bharat Engineering,4.0,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1.4k
ESDS Software Solutions,3.3,,"Promotions / Appraisal, Salary & Benefits, Job Security",3k
Ramco Industries,4.1,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.8k
Honda Logistics,3.6,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.5k
Shalimar Paints,3.5,,"Promotions / Appraisal, Job Security, Company Culture",1.6k
Magneti Marelli Motherson Auto System,3.8,Job Security,"Promotions / Appraisal, Work Satisfaction",1.3k
Star Bazaar,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1.5k
Common Service Centres,4.4,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,1.3k
Saudi Binladin Group,4.2,"Work Life Balance, Work Satisfaction, Job Security",,722
Iol Chemicals & Pharmaceuticals,3.8,"Salary & Benefits, Job Security","Company Culture, Work Satisfaction, Promotions / Appraisal",1.9k
Bahwan Engineering,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,987
PC Solutions,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,1.3k
Saxo Bank,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal",2.5k
Gulf Oil Lubricants,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,1.7k
Aludecor Lamination,3.8,Skill Development / Learning,Promotions / Appraisal,1.6k
ZF Friedrichshafen,3.8,Work Life Balance,Promotions / Appraisal,2.1k
Brainvire,2.9,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.6k
NBTC GROUP,3.2,,"Company Culture, Promotions / Appraisal, Work Life Balance",1k
Bhilosa Industries,3.7,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.2k
Qcon,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,1.1k
Xanadu,3.7,"Job Security, Skill Development / Learning, Salary & Benefits","Work Life Balance, Company Culture",1.8k
Mediterranean Shipping Company,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,2.4k
Meghmani Organics,3.7,,"Promotions / Appraisal, Salary & Benefits",2.3k
Cloud4C,3.5,Job Security,"Work Life Balance, Promotions / Appraisal, Company Culture",3k
Liberty General Insurance,3.7,,"Promotions / Appraisal, Work Satisfaction",1.9k
Paharpur Cooling Towers,3.9,Job Security,Promotions / Appraisal,1.9k
SBI Mutual Fund,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1.8k
Technico Industries,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.9k
Sayaji Hotels,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",,1k
Moon Beverages,3.9,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1.6k
Avery Dennison,3.7,,"Promotions / Appraisal, Work Satisfaction, Job Security",2k
Godrej Interio,3.9,Job Security,Promotions / Appraisal,2k
Marble Box,3.7,,"Job Security, Promotions / Appraisal, Work Satisfaction",913
Revent Group,3.8,Work Life Balance,"Promotions / Appraisal, Company Culture",695
Jindal Aluminium,3.9,Salary & Benefits,,1.9k
Nash Industries,3.4,,"Promotions / Appraisal, Company Culture, Salary & Benefits",2.3k
MagicPin,2.5,,"Company Culture, Work Life Balance, Job Security",1.9k
Paradeep Phosphates,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",1.5k
Allied Blenders & Distillers,4.0,"Job Security, Work Life Balance",Promotions / Appraisal,1.5k
Jindal Aluminium,3.9,Salary & Benefits,,1.9k
Nash Industries,3.4,,"Promotions / Appraisal, Company Culture, Salary & Benefits",2.3k
British Council,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2k
Samsung Display,3.9,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning",2.1k
Encube Ethicals,3.7,"Job Security, Skill Development / Learning","Promotions / Appraisal, Company Culture, Work Life Balance",2.4k
Greenpanel Industries,4.0,"Salary & Benefits, Work Life Balance",,1.8k
Symphony,4.6,"Work Life Balance, Company Culture, Work Satisfaction",,1k
Comcast,3.9,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,5k
NKG Infrastructure,3.2,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.4k
Tata International,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.1k
RND Softech,3.0,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.9k
Mediamint,2.8,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.9k
Atyati Technologies,3.9,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.5k
WM Universal Solutions Private Limited,3.6,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.2k
Essjay Ericsson,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",,873
GHCL Limited,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1.6k
Dana India,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1.7k
Dana India,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1.7k
Visaka Industries,3.8,Work Life Balance,Promotions / Appraisal,1.7k
Anthem Biosciences,3.9,"Salary & Benefits, Job Security","Company Culture, Work Satisfaction",2.6k
Cera Sanitaryware,4.0,"Salary & Benefits, Work Life Balance, Company Culture",,1.7k
Thales,3.6,Work Life Balance,"Promotions / Appraisal, Company Culture, Work Satisfaction",3.4k
GM Modular,3.8,Work Life Balance,Promotions / Appraisal,1.8k
Novotel Hotels,4.0,"Job Security, Skill Development / Learning, Company Culture",,1.3k
Sulekha.com,3.3,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.7k
Aditya Birla Housing Finance,3.8,"Skill Development / Learning, Salary & Benefits",,1.7k
Hyundai Glovis,3.7,,Promotions / Appraisal,1.8k
Aimil Pharmaceuticals,3.6,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.8k
Realty Assistant,3.6,,"Job Security, Salary & Benefits",648
Bada Business,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",,1.6k
Subex,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3.2k
MKC Infrastructure Ltd.,3.5,,"Company Culture, Promotions / Appraisal, Salary & Benefits",1.4k
ITI,3.7,Work Life Balance,,1.4k
Venky's,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.5k
Texmaco Rail and Engineering,3.8,Job Security,Promotions / Appraisal,1.7k
Del Monte Foods,4.0,"Work Life Balance, Salary & Benefits, Work Satisfaction",Promotions / Appraisal,1.5k
Seoyon E-hwa Automotive,3.5,,"Promotions / Appraisal, Company Culture, Salary & Benefits",2.3k
Yethi Consulting,3.4,,"Promotions / Appraisal, Company Culture, Salary & Benefits",3.2k
Kiswok Industries,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.8k
Infotact Solutions,4.4,"Skill Development / Learning, Company Culture, Work Life Balance",,47
Jupiter Hospital,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,1.6k
Kaynes Technology,3.3,,"Promotions / Appraisal, Company Culture, Work Life Balance",1.7k
Iksula,3.2,,"Job Security, Promotions / Appraisal, Work Satisfaction",2k
LuLu Group International,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.3k
Stovekraft,4.0,"Work Life Balance, Company Culture, Work Satisfaction",,1.8k
Indofil Industries,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,1.9k
Loadshare Networks,3.6,,"Job Security, Promotions / Appraisal, Company Culture",1.7k
Flamingo Pharmaceuticals,3.2,,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.9k
Bandhan Life,3.2,,"Work Satisfaction, Promotions / Appraisal, Company Culture",1.2k
Vijai Electricals,3.6,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",1.3k
Prism Cement,4.0,"Job Security, Company Culture, Work Life Balance",,1.2k
Almarai,4.2,"Company Culture, Job Security, Skill Development / Learning",,835
Torrent Gas,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.3k
Sahyadri Hospital,4.2,"Job Security, Skill Development / Learning, Company Culture",,1.4k
CS TECH Ai,4.0,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,1.6k
Realme,3.7,,"Promotions / Appraisal, Job Security, Company Culture",1.5k
Dharampal Premchand,4.3,"Work Life Balance, Job Security, Company Culture",,1.3k
SISL Infotech,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",2.4k
Stryker,3.9,"Work Life Balance, Company Culture",Promotions / Appraisal,3.6k
Railtel Corporation Of India,3.6,,"Promotions / Appraisal, Company Culture, Salary & Benefits",2k
Red Hat,4.4,"Work Life Balance, Company Culture, Skill Development / Learning",,3.7k
Pratham Education Foundation,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",,948
Kyungshin Industrial Motherson,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.1k
OLX Autos,3.9,Salary & Benefits,"Job Security, Promotions / Appraisal",1.5k
AIRBUS,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",4.6k
Henkel Adhesives Technologies,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,2k
Kolte Patil Developers,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,1.9k
St. Xavier's High School,3.7,,"Promotions / Appraisal, Company Culture",1.5k
Prodair Air Products,3.7,"Work Life Balance, Salary & Benefits, Company Culture","Job Security, Promotions / Appraisal, Skill Development / Learning",2.3k
Paytm Payments Services,3.2,,"Job Security, Promotions / Appraisal, Company Culture",965
ByteDance,4.0,"Company Culture, Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal",2.2k
Synopsys,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",3.8k
Bharat Bijlee,4.2,"Job Security, Work Life Balance, Company Culture",,1.6k
Eurokids,3.9,"Skill Development / Learning, Work Life Balance, Company Culture","Salary & Benefits, Promotions / Appraisal",1.3k
RPG Life Sciences,3.7,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.6k
Paper Boat(Hector Beverages Pvt. Ltd.),3.9,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,1.3k
Purplle.com,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",2k
Titagarh Rail Systems,2.7,,"Company Culture, Promotions / Appraisal, Work Life Balance",1.7k
Puravankara,3.4,,"Skill Development / Learning, Promotions / Appraisal, Company Culture",2k
JNS Instruments,4.0,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",1.8k
Pocket FM,2.7,,"Job Security, Promotions / Appraisal, Company Culture",1.9k
TresVista,2.4,,"Work Life Balance, Work Satisfaction, Company Culture",3k
Dow Chemical International Private Limited,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction",2.2k
In Time Tec Visionsoft,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",2.4k
Gaurs Group,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,1.5k
Grant Thornton Bharat,3.5,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",2.4k
Clix Capital Services,4.0,"Salary & Benefits, Company Culture, Work Life Balance",,1.5k
B. Braun Medical,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.6k
Khadims,3.6,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.3k
Portea Medical,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.3k
Bharat Seats,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k
Caresoft Global,3.4,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",3.3k
Balmer Lawrie,3.6,Job Security,"Promotions / Appraisal, Skill Development / Learning, Company Culture",1.8k
TriGeo Technologies,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.7k
Mahle Anand Thermal Systems,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,1.6k
Miracle Software Systems,3.8,"Skill Development / Learning, Work Satisfaction, Work Life Balance",Salary & Benefits,1.9k
Toyota,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",,1.8k
Orient Craft,3.8,"Company Culture, Work Satisfaction, Skill Development / Learning",,1.4k
Usha Martin,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.4k
SMEC,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction",1.5k
Karvy Data Management,3.3,,"Promotions / Appraisal, Salary & Benefits, Job Security",823
Yusen Logistics,4.0,"Job Security, Work Life Balance, Skill Development / Learning",,1.7k
Espire Infolabs,2.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",2.5k
Corona Remedies,4.2,"Company Culture, Work Life Balance, Job Security",,1.4k
Speridian Technologies,3.3,,"Job Security, Promotions / Appraisal, Salary & Benefits",3.2k
Kaya Skin Clinic,3.5,,"Promotions / Appraisal, Company Culture, Work Life Balance",1.2k
Reliance Infrastructure,4.1,"Work Life Balance, Company Culture, Job Security",,2k
Gokaldas Exports,3.9,Job Security,Promotions / Appraisal,1.7k
CodeClouds,4.0,"Work Life Balance, Company Culture, Salary & Benefits",,1.2k
BSCPL Infrastructure,3.9,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",1.3k
LT Foods,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.6k
Majesco,3.0,,"Job Security, Promotions / Appraisal, Skill Development / Learning",3.2k
SPAR Hypermarkets,3.9,"Company Culture, Job Security, Salary & Benefits",Promotions / Appraisal,1.3k
NetApp,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",4.1k
NR Switch N Radio Services,3.8,Work Life Balance,"Promotions / Appraisal, Job Security",1.1k
Rapido,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security",2.3k
Honour Lab,3.9,Job Security,Promotions / Appraisal,1.8k
Avalara Technologies,2.9,,"Job Security, Promotions / Appraisal, Work Satisfaction",3.3k
NR Switch N Radio Services,3.8,Work Life Balance,"Promotions / Appraisal, Job Security",1.1k
Honour Lab,3.9,Job Security,Promotions / Appraisal,1.8k
Kataria Automobiles,3.6,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.5k
T.v. Sundram Iyengar & Sons,3.9,"Company Culture, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1.1k
Infovision,3.5,,"Job Security, Promotions / Appraisal, Work Satisfaction",4k
Ergode IT Services,3.2,,"Job Security, Work Satisfaction, Promotions / Appraisal",1.4k
Allegis Group,3.4,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.7k
Birla White,4.1,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,1.2k
NTPC GE Power Services,3.9,"Salary & Benefits, Job Security",Promotions / Appraisal,1.5k
Ashapura Group Of Industries,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.8k
Welspun Transformation Services Limited,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",,792
Knack RCM,3.0,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",1.7k
AVAYA,3.2,,"Job Security, Promotions / Appraisal, Skill Development / Learning",2.9k
TAO Digital,3.6,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k
Confidence Petroleum India,3.0,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.7k
FabHotels,3.2,,"Job Security, Promotions / Appraisal, Company Culture",2k
Brembo Brake India,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.6k
Fuji Electric,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.8k
ELGI Equipments,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2.1k
SBI Capital Markets,3.6,,"Promotions / Appraisal, Company Culture, Salary & Benefits",2.2k
SABIC,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,1.5k
DB Power Limited,4.7,"Work Life Balance, Work Satisfaction, Job Security",,746
Anunta Technology Management Services,3.4,,"Promotions / Appraisal, Work Satisfaction, Job Security",2.2k
Zscaler Softech,3.3,Salary & Benefits,"Job Security, Work Satisfaction, Promotions / Appraisal",3.1k
